titulo;precio;ubicacion;descripcion;url;litros_detectados;ala_detectada;cumple_criterios;fecha_publicacion;envio;estado;imagen
Reedin Pure Natural 5m 2026 wing;653.0;Tarifa, 11380;"Ala de wingfoil, color morado.

- Una sesión 
- Marca: Reedin
- Modelo: Pure Natural
- Tamaño: 5.0
- Año: 2026
- Cierre de cremallera.
- Asas de transporte.


[duotone, f-one, north, cabrinha, core, armstrong, reedin, axis, sabfoil, naish, takoon, gong, slingshot, starboard, ozone, ensis, kt, rrd, vayu, fanatic, appletree, unifoil, gofoil, cloud ix, ppc, freedom foil, indiana, eleveight, gaastra, code, unit, slick, strike, nova, mantis, xps, d/lab, aluula, carbon, hm]";https://es.wallapop.com/item/reedin-pure-natural-5m-2026-1269919487;[];[5];False;2026-06-06;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/l0/2s/__/c10420p1269919487/i6545296434.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l0/2s/__/c10420p1269919487/i6545296469.jpg?pictureSize=W640
Tabla Wingfoil + Foil Iniciación;300.0;Llucmaçanes, 07712;"Conjunto de tabla y foil para iniciación.

- Tabla de foil con diseño para principiantes limit waves custom 114lts
- Foil incluido para empezar a practicar, mastil de 65cm ala delantera de 1900cm2 y estabilizador de 450cm2";https://es.wallapop.com/item/tabla-foil---foil-iniciacion-1199485962;[114];[];False;2026-06-17;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/ju/55/__/c10420p1199485962/i6081439106.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ju/55/__/c10420p1199485962/i6081439122.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ju/55/__/c10420p1199485962/i6081439140.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ju/55/__/c10420p1199485962/i6081439167.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ju/55/__/c10420p1199485962/i6081439176.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ju/55/__/c10420p1199485962/i6081439191.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ju/55/__/c10420p1199485962/i6081439201.jpg?pictureSize=W640
Ala Wingfoil Armstrong - usada Modelo: MA800;175.0;Tarifa, 11380;"Vendo ala de wingfoil Armstrong en buen estado. Incluye funda protectora. 

- Marca: Armstrong
- Incluye funda";https://es.wallapop.com/item/ala-wingfoil-armstrong-usada-1139664773;[];[];False;2026-05-31;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/iu/iy/__/c10420p1139664773/i5704122287.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/iu/iy/__/c10420p1139664773/i5704122332.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/iu/iy/__/c10420p1139664773/i5704122351.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/iu/iy/__/c10420p1139664773/i5704122303.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/iu/iy/__/c10420p1139664773/i5704122376.jpg?pictureSize=W640
Kit Tornillos Foil Gong V3;17.0;Marbella, 29604;"Kit de tornillos para Foil GONG V3 Todos los tornillos necesarios para montar el foil GONG con mastil de aluminio V3.

Nuevos a estrenar. 
Acero inoxidable 
Tipo de cabeza Torx. T30
Cabeza Avellanada

Juego completo a excepción de los 4 que van de la placa del mastil a la tabla.
Incluye 10 tornillos.
7 unidades de M6x30mm
3 unidades de M6x50mm

Consultar otras marcas y medidas.

hidrofoil wingfoil  kitesurf kitefoil fuselage kitesurf kitefoil supfoil wing kite wake foil  Flat water sup foil surf foil X-Over, Ascent, Curve H, Fluid H, Veloce H, Veloce HDW, Sirus, Trail, Ultra Trail, Ypra Surf, Ypra Surf-Freestyle,Ypra Slalom, Ypra Ra";https://es.wallapop.com/item/kit-tornillos-foil-gong-v3-1278192869;[];[];False;2026-07-03;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/l5/03/__/c10420p1278192869/i6595040985.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l5/03/__/c10420p1278192869/i6595041039.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l5/03/__/c10420p1278192869/i6595041077.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l5/03/__/c10420p1278192869/i6595041165.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l5/03/__/c10420p1278192869/i6595041195.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l5/03/__/c10420p1278192869/i6595041244.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l5/03/__/c10420p1278192869/i6595041469.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l5/03/__/c10420p1278192869/i6595041575.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l5/03/__/c10420p1278192869/i6595041746.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l5/03/__/c10420p1278192869/i6595042604.jpg?pictureSize=W640
compresor coche 8fk 351.;50.0;Granada, 18001;"cambio por algo que me interese interés paddle , kayak, wingfoil
compresor aire acondicionado válido para Renault Opel vauxhal escucho ofertas en las últimas fotos están los modelos compatibles 
hago envío";https://es.wallapop.com/item/compresor-aire-acondicionado-895242972;[];[];False;2026-05-21;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/et/05/__/c10420p895242972/i3251219709.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/et/05/__/c10420p895242972/i3251219937.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/et/05/__/c10420p895242972/i3251220000.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/et/05/__/c10420p895242972/i3251220024.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/et/05/__/c10420p895242972/i3251220067.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/et/05/__/c10420p895242972/i3251220095.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/et/05/__/c10420p895242972/i3252185170.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/et/05/__/c10420p895242972/i3252185188.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/et/05/__/c10420p895242972/i3252185206.jpg?pictureSize=W640
Chaleco flotación Prolimit Talla L;49.0;Madrid, 28045;"Chaleco de flotación Prolimit en talla L, kitesurf, wingfoil, windsurf, kayak. Diseño en color negro y rojo con detalles blancos.

- Cierre de cremallera frontal.
- Hebillas ajustables para un mejor ajuste.
- Hueco para el gancho del arnés.
- Marca Prolimit visible.";https://es.wallapop.com/item/chaleco-flotacion-prolimit-talla-l-1262403064;[];[];False;2026-06-08;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/kv/lo/__/c10420p1262403064/i6497968831.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kv/lo/__/c10420p1262403064/i6497968844.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kv/lo/__/c10420p1262403064/i6497968863.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kv/lo/__/c10420p1262403064/i6497968875.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kv/lo/__/c10420p1262403064/i6497973787.jpg?pictureSize=W640
GoFoil RS1300 ala frontal;250.0;Tarifa, 11380;"El Go Foil RS 1300  es parte de la Race Speed Series , la serie más rápida de GoFoil. 

Ofrece una envergadura de 105 cm , una superficie proyectada de aproximadamente 1300 cm²  y un peso ligero de 822 gramos . 

Su diseño delgado proporciona velocidad extra, gran maniobrabilidad y eficiencia para wingfoil, downwind y surf con SUP o prone.

Ideal para riders que buscan rendimiento y control en diversas condiciones, el RS 1300 combina tecnología avanzada con versatilidad para maximizar cada sesión en el agua.

Velocidad, precisión y diversión en un solo foil.";https://es.wallapop.com/item/gofoil-rs1300-ala-frontal-1194801173;[];[];False;2026-07-06;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/jr/cq/__/c10420p1194801173/i6040260528.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jr/cq/__/c10420p1194801173/i6053445583.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jr/cq/__/c10420p1194801173/i6053445409.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jr/cq/__/c10420p1194801173/i6053445534.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jr/cq/__/c10420p1194801173/i6053445452.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jr/cq/__/c10420p1194801173/i6053445425.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jr/cq/__/c10420p1194801173/i6053445501.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jr/cq/__/c10420p1194801173/i6053445391.jpg?pictureSize=W640
SUP Aqua Marina Vapor 10'4 | Tabla de paddle;250.0;Can Pastilla, 07610;"Tabla de Stand Up Paddle / SUP / Padel Surf / Paddle /...
Aqua Marina Vapor 10'4
Muy estable y fácil de usar.

Se entrega con bolsa de transporte, leash, bomba, remo y quilla.

Tiene un parche como se ve en las fotos, en la parte de abajo, por lo demás está en muy buen estado



Muchos más artículos de kitesurf, wingfoil, efoil, wake, wakefoil, SUP/ Stand Up Paddle, surf, y mucho más en nuestro perfil.";https://es.wallapop.com/item/sup-aqua-marina-vapor-10-4-tabla-de-paddle-1070202679;[];[];False;2026-03-08;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/hp/65/__/c10420p1070202679/i5244355726.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/hp/65/__/c10420p1070202679/i5244355758.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/hp/65/__/c10420p1070202679/i5244355770.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/hp/65/__/c10420p1070202679/i5244355742.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/hp/65/__/c10420p1070202679/i5244355735.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/hp/65/__/c10420p1070202679/i5244355752.jpg?pictureSize=W640
TABLA SURF ROBERTO RICCI 6’5” x 20 1/2” x 27/8”;250.0;Castelldefels, 08860;"Tabla reparada por profesional (las reparaciones se pueden ver en las fotos). 
No incluye quilla ni funda.

(C).

Somos PopKite, una tienda especializada en material de Surf, Kite, Windsurf y Wingfoil. Con años de experiencia, asesoramos a riders de todos los niveles y ofrecemos siempre productos de la mejor calidad.
Contáctanos ante cualquier duda, estaremos encantados de ayudarte.";https://es.wallapop.com/item/tabla-surf-roberto-ricci-65-x-20-1-2-x-27-8-1163557950;[];[];False;2026-06-22;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/j8/r3/__/c10420p1163557950/i5867053224.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/j8/r3/__/c10420p1163557950/i5867053246.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/j8/r3/__/c10420p1163557950/i5867053259.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/j8/r3/__/c10420p1163557950/i5867053263.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/j8/r3/__/c10420p1163557950/i5867053242.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/j8/r3/__/c10420p1163557950/i5867053232.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/j8/r3/__/c10420p1163557950/i5867053253.jpg?pictureSize=W640
Duotone Slick 4.0 Wingfoil 2021 buen estado;350.0;Castelldefels, 08860;"Wingfoil Duotone Slick de 4.0 metros del año 2021. 

- Ventanas transparentes para mejor visibilidad.
- En buen estado, con una reparacion en la tela que no afecta su rendimiento.";https://es.wallapop.com/item/duotone-slick-4-0-wingfoil-2021-1226220262;[];[4];False;2026-06-13;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/ka/25/__/c10420p1226220262/i6261895762.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ka/25/__/c10420p1226220262/i6261895819.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ka/25/__/c10420p1226220262/i6261895789.jpg?pictureSize=W640
Wing Duotone Ventis 7m;450.0;Zamora, 49003;"Wing Duotone Ventis 7.0 m para wingfoil.

Wing en buen estado general, usada principalmente en embalses / agua dulce.

Lightwind, ideal para viento flojo, para sacar sesiones con pocos nudos o para riders que necesiten una wing potente y estable.";https://es.wallapop.com/item/wing-duotone-ventis-7m-1272118192;[];[7];False;2026-06-13;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/l1/dw/__/c10420p1272118192/i6558891515.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l1/dw/__/c10420p1272118192/i6558891527.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l1/dw/__/c10420p1272118192/i6558891528.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l1/dw/__/c10420p1272118192/i6558891532.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l1/dw/__/c10420p1272118192/i6558891530.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l1/dw/__/c10420p1272118192/i6558891533.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l1/dw/__/c10420p1272118192/i6558891538.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l1/dw/__/c10420p1272118192/i6558891541.jpg?pictureSize=W640
Wingfoil a estrenar Gofko Aero 6 metros;500.0;Poris de Abona, 38588;"nunca usado. Se entrega tal cual, con su mochila. 

Gofko Aero 6 meters

precio nueva hoy 699 euros.";https://es.wallapop.com/item/wingfoil-a-estrenar-gofko-aero-6-metros-935883893;[];[6];False;2026-05-20;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/fh/78/__/c10420p935883893/i3483556062.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/fh/78/__/c10420p935883893/i3483556112.jpg?pictureSize=W640
Star wars x wing Fury of the First Order;60.0;Roma, 00172;Espansione X wing Fury of the First Order completo senza scatola. I Tie Bomber sono magnetizzati;https://es.wallapop.com/item/star-wars-x-wing-fury-of-the-first-order-1279758009;[];[];False;2026-07-08;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/l5/xn/__/c10420p1279758009/i6605209387.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l5/xn/__/c10420p1279758009/i6605209406.jpg?pictureSize=W640
CURSOS DE WINGFOIL;70.0;Sanlúcar de Barrameda, 11540;"¿Quieres iniciarte en el mundo del wing foil?
En windkite School tenemos los mejores instructores para este maravilloso deporte que pueden realizarlo desde los peques de la familia hasta los mayores, en windkite School contamos con dos escuelas.
☎️667913668";https://es.wallapop.com/item/cursos-de-wingfoil-1018209191;[];[];False;2026-05-27;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/gu/7r/__/c10420p1018209191/i4963080732.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/gu/7r/__/c10420p1018209191/i4963080766.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/gu/7r/__/c10420p1018209191/i4963080776.jpg?pictureSize=W640
Tabla F.ONE Rocket Wing Foil;1300.0;El Masnou, 08320;"Tabla de wingfoil F.ONE modelo Rocket.
-De carbon 5.0 - 70 litros
- Color rojo con detalles blancos y negros. 
- Tiene un pequeño arañazo en la parte trasera. 
- Diseño con straps negros.
- Superficie con agujeros para agarre.";https://es.wallapop.com/item/tabla-f-one-rocket-wing-foil-1182021757;[70];[];False;2026-06-21;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/jj/qt/__/c10420p1182021757/i5968631780.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jj/qt/__/c10420p1182021757/i5968631818.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jj/qt/__/c10420p1182021757/i5968631839.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jj/qt/__/c10420p1182021757/i5968631859.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jj/qt/__/c10420p1182021757/i6263695901.jpg?pictureSize=W640
Casco Mystic Vandal XL Wingfoil;60.0;Lloret de Vistalegre, 07518;Casco Mystic Vandal talla XL para Wingfoil y Foil. Está en muy buen estado. Incluye dos almohadillas para mayor comodidad. Ideal para practicar deportes acuáticos.;https://es.wallapop.com/item/casco-mystic-vandal-xl-wingfoil-1166511458;[];[];False;2026-06-14;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/ja/ie/__/c10420p1166511458/i5883500694.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ja/ie/__/c10420p1166511458/i5883500706.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ja/ie/__/c10420p1166511458/i5883500716.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ja/ie/__/c10420p1166511458/i5883500725.jpg?pictureSize=W640
Wingfoil foil YpraS 1000;240.0;Hinojedo, 39350;"Ala de foil GONG Ypra S L 90 de carbono. 
De los mas rapidos, y buenísimo en olas. 
Con funda.


- Diseño aerodinámico.
- Material: Carbono.
- Marca: GONG.
- Modelo: Ypra S L 90.
Gong Manual Duotone Gaastra Eleveight Ensis";https://es.wallapop.com/item/foil-gong-ypras-1205580753;[];[];False;2026-06-13;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/jx/rs/__/c10420p1205580753/i6133681530.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jx/rs/__/c10420p1205580753/i6133681551.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jx/rs/__/c10420p1205580753/i6133681541.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jx/rs/__/c10420p1205580753/i6133681535.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jx/rs/__/c10420p1205580753/i6523003228.jpg?pictureSize=W640
Wingfoil board 120l 5.4 gong lemon;450.0;Las Maravillas, 07610;Wingfoil board 120l 5.4 gong lemon. 1 año de uso. Lista para navegar;https://es.wallapop.com/item/wingfoil-board-120l-5-4-gong-lemon-1061860626;[120];[];False;2026-06-25;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/hk/7c/__/c10420p1061860626/i5194458278.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/hk/7c/__/c10420p1061860626/i5194458388.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/hk/7c/__/c10420p1061860626/i5194458414.jpg?pictureSize=W640
Ala Wingfoil Duotone Unit 4.5;380.0;Valencia, 46011;"Ala de wing foil Duotone Unit en talla 4.5. Diseñada para ofrecer un rendimiento óptimo.

- Color principal azul con detalles en amarillo y negro.
- Marca: Duotone.
- Modelo: Unit.
- Talla: 4.5
- Dos pequeñas reparaciones ,realizadas por profesional, qie se muestran en las foto
- Excelente estado de la tela y las costuras";https://es.wallapop.com/item/ala-wingfoil-duotone-unit-4-5-1205936386;[];[];False;2026-06-30;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/jx/ze/__/c10420p1205936386/i6135666392.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jx/ze/__/c10420p1205936386/i6135666419.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jx/ze/__/c10420p1205936386/i6135666458.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jx/ze/__/c10420p1205936386/i6135666474.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jx/ze/__/c10420p1205936386/i6135666496.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jx/ze/__/c10420p1205936386/i6135666534.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jx/ze/__/c10420p1205936386/i6135666563.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jx/ze/__/c10420p1205936386/i6135666586.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jx/ze/__/c10420p1205936386/i6135666612.jpg?pictureSize=W640
Tabla Wingfoil. KT Drifter 4, 115L;300.0;Mérida, 06800;Compré esta tabla de segunda mano. La usé durante 4 meses y ahora compré una más pequeña. Noté algunas grietas en la resina epoxi y simplemente las cubrí con cinta Gorilla. No me pareció importante repararlas, ya que no usaba mucho la tabla.;https://es.wallapop.com/item/tabla-wingfoil-kt-drifter-4-115l-1245192876;[115];[];False;2026-06-13;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/kl/cs/__/c10420p1245192876/i6387891290.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kl/cs/__/c10420p1245192876/i6387891630.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kl/cs/__/c10420p1245192876/i6387891637.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kl/cs/__/c10420p1245192876/i6387891605.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kl/cs/__/c10420p1245192876/i6398060494.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kl/cs/__/c10420p1245192876/i6398060485.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kl/cs/__/c10420p1245192876/i6398060391.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kl/cs/__/c10420p1245192876/i6398060440.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kl/cs/__/c10420p1245192876/i6398060296.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kl/cs/__/c10420p1245192876/i6398060432.jpg?pictureSize=W640
Vela Wingfoil Naish 4.5;150.0;El Port de la Selva, 17489;"Vela de wingfoil Naish de 4.5 metros cuadrados.
vela usada durante el aprendizaje, esta en buen eatado general pero tiene algun parche hecho x velero. valvulas y camara interior nuevos. ideal para segunda vela para poder seguir practicando con viento mas fresco.

- Color negro y rojo.
- con leash naish de muñeca";https://es.wallapop.com/item/vela-wingfoil-naish-4-5-1229114012;[];[4.5];False;2026-06-29;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/kb/s6/__/c10420p1229114012/i6282557681.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kb/s6/__/c10420p1229114012/i6282557734.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kb/s6/__/c10420p1229114012/i6282557752.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kb/s6/__/c10420p1229114012/i6282557709.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kb/s6/__/c10420p1229114012/i6282557742.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kb/s6/__/c10420p1229114012/i6282557725.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kb/s6/__/c10420p1229114012/i6282557763.jpg?pictureSize=W640
Tabla Wing KT Ginxu 92L Seminueva;699.0;Alcúdia, 07400;"Vendo tabla de foil KT modelo Ginxu de 92 litros en muy buen estado (8/10). Perfecta para wingfoil para nivel intermedio-avanzado.
La Ginxu tiene un diseño único con corte en el tercio trasero que facilita el despegue y evita clavadas. Es como tener control de gravedad 🚀 Despega más rápido que las tablas tradicionales y los toques de agua no te frenan.
Estado: 8/10 - muy bien cuidada
Construcción premium con PVC Sandwich y S-Glass
🚚 Envío disponible a toda España - Preguntame.

💬 Respondo rápido y con toda la info que necesites. Vendedor con experiencia en material de foil";https://es.wallapop.com/item/tabla-wing-kt-ginxu-92l-seminueva-1267841170;[92];[];False;2026-06-13;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/ky/u8/__/c10420p1267841170/i6530516295.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ky/u8/__/c10420p1267841170/i6530516318.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ky/u8/__/c10420p1267841170/i6530516321.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ky/u8/__/c10420p1267841170/i6530516319.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ky/u8/__/c10420p1267841170/i6530516320.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ky/u8/__/c10420p1267841170/i6530516322.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ky/u8/__/c10420p1267841170/i6530516333.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ky/u8/__/c10420p1267841170/i6530516336.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ky/u8/__/c10420p1267841170/i6530516330.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ky/u8/__/c10420p1267841170/i6530516332.jpg?pictureSize=W640
Tabla y foil;1000.0;Arrecife, 35500;Tabla a estrenar, foil muy poco uso, por cambio a wingfoil...;https://es.wallapop.com/item/tabla-y-foil-1022468529;[];[];False;2026-05-27;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/gw/r1/__/c10420p1022468529/i4985726928.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/gw/r1/__/c10420p1022468529/i4985727023.jpg?pictureSize=W640
Funda Tabla Wingfoil marca Manual;99.0;Benajarafe, 29790;"Funda protectora para tabla de wingfoil Manual

- Color azul.";https://es.wallapop.com/item/funda-tabla-wingfoil-marca-manual-1272340675;[];[];False;2026-07-05;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/l1/io/__/c10420p1272340675/i6560052037.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l1/io/__/c10420p1272340675/i6560052082.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l1/io/__/c10420p1272340675/i6560052048.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l1/io/__/c10420p1272340675/i6560052062.jpg?pictureSize=W640
Tabla y foil Wingfoil Cabrinha;1100.0;Murcia, 30012;"Tabla y foil de wingfoil de la marca Cabrinha. Tabla de 60L y foil de 850 con mástil de 94cm. Incluye footstraps pero no incluye leash.

- Tabla de wingfoil azul y blanca con líneas negras.
- Foil con mástil negro y alas negras.";https://es.wallapop.com/item/tabla-y-foil-wingfoil-cabrinha-1246567772;[60];[];False;2026-06-21;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/km/69/__/c10420p1246567772/i6396020410.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/km/69/__/c10420p1246567772/i6396020427.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/km/69/__/c10420p1246567772/i6396020459.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/km/69/__/c10420p1246567772/i6396020486.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/km/69/__/c10420p1246567772/i6396020499.jpg?pictureSize=W640
Ala foil Gong Curve XL T;195.0;Tolosa, 20400;"Ala de foil Gong curve en talla XL, modelo T. Fabricada en carbono.
92cms envergadura
1900cm2 area
No tiene apenas marcas

- Material: Carbono.
- Talla: XL.
- Modelo: T.

Wingfoil, surf foil, kite";https://es.wallapop.com/item/ala-foil-gong-xl-t-1246032158;[];[];False;2026-07-06;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/kl/us/__/c10420p1246032158/i6393215544.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kl/us/__/c10420p1246032158/i6393215562.jpg?pictureSize=W640
