titulo;precio;ubicacion;descripcion;url;litros_detectados;ala_detectada;cumple_criterios;fecha_publicacion;envio;estado;imagen
Equipo completo Wingfoil Reeding y Starboard;950.0;Málaga, 29014;"Se vende equipo completo de Wingfoil, ideal para disfrutar de este deporte.
se compone de tabla de 112 litros el Foil es 1280 y 75 cm el mástil y las velas son una Reedin de 5’2 metros y otra starboard de 6 metros, se vende todo el conjunto entero.";https://es.wallapop.com/item/equipo-completo-wingfoil-reeding-y-starboard-1203478263;[112];[2, 6];False;2026-06-13;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/jw/ip/__/c10420p1203478263/i6116951566.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jw/ip/__/c10420p1203478263/i6116951680.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jw/ip/__/c10420p1203478263/i6116951660.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jw/ip/__/c10420p1203478263/i6116951630.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jw/ip/__/c10420p1203478263/i6116951594.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jw/ip/__/c10420p1203478263/i6116951691.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jw/ip/__/c10420p1203478263/i6116951644.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jw/ip/__/c10420p1203478263/i6116951701.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jw/ip/__/c10420p1203478263/i6116951609.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jw/ip/__/c10420p1203478263/i6116951588.jpg?pictureSize=W640
North Seek Prime 6'10 168L | Tabla de Wingfoil;1070.0;Can Pastilla, 07610;"Tabla para Wingfoil North Seek Prime 6'10 168L

Tabla con mucha flotabilidad, ideal para iniciación, o riders muy pesados.
Tiene opción de añadir una quilla para iniciación (antes de empezar a usar el foil) por 50€ más.
También se puede utilizar para SUP downwind.

En muy buen estado, como se ve en las fotos, puede tener alguna marca de uso.

Tiene todo el deck cubierto con gomaeva, lo que la hace mucho más segura y cómoda de navegar/aprender.

Muchos más artículos de kitesurf, wingfoil, efoil, wake, wakefoil, SUP/ Stand Up Paddle, surf, y mucho más en nuestro perfil, envíos a todo el mundo.";https://es.wallapop.com/item/north-seek-prime-6-10-168l-tabla-de-wingfoil-1067962454;[168];[];False;2026-03-08;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/hn/u5/__/c10420p1067962454/i5233476593.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/hn/u5/__/c10420p1067962454/i5233476605.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/hn/u5/__/c10420p1067962454/i5233476604.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/hn/u5/__/c10420p1067962454/i5233476603.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/hn/u5/__/c10420p1067962454/i5233476607.jpg?pictureSize=W640
Pack Duotone Wingfoil;2300.0;Playa de Gandia, 46730;"🏄🏼‍♂️Pack Duotone para la práctica de wingfoil.

- Tabla de wingfoil entre 80-160 litros, color azul con detalles con pad antideslizante.
- Foil completo ala entre 900 y 1750 de superficie (ala + fuselaje + estab)
- WING + leash entre 3,5 y 5,5 metros

🤓Preguntar info y asesoramiento sin compromiso.

🛠️Garantía 6 meses!!";https://es.wallapop.com/item/pack-duotone-wingfoil-1192958368;[160];[5.5];False;2026-06-13;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/jq/98/__/c10420p1192958368/i6026924753.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jq/98/__/c10420p1192958368/i6026924912.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/jq/98/__/c10420p1192958368/i6026924826.jpg?pictureSize=W640
Vela Wingfoil Gong 6m;250.0;Doña Blanca-Poblado, 11500;"Vela de wingfoil Gong de 6 metros.

- Color azul y verde con detalles en amarillo.
- Modelo Super Power V2.
Siempre endulzada, tiene 2  poros uno muy pequeño y el otro algo más grande perfectamente sellados y arreglados, no pierde nada de aire, ideal para principiantes. Se incluye mochila. Tengo más artículos relacionados en mi perfil. Otra ala de 4 m y un foil
#foil#wing#wingfoil#gong#vela";https://es.wallapop.com/item/vela-wingfoil-gong-6m-1238875600;[];[4, 6];False;2026-07-10;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/kh/le/__/c10420p1238875600/i6348510306.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kh/le/__/c10420p1238875600/i6348510378.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kh/le/__/c10420p1238875600/i6348510455.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kh/le/__/c10420p1238875600/i6348510720.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kh/le/__/c10420p1238875600/i6348511046.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kh/le/__/c10420p1238875600/i6348511133.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kh/le/__/c10420p1238875600/i6348511205.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kh/le/__/c10420p1238875600/i6348511261.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kh/le/__/c10420p1238875600/i6348511325.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kh/le/__/c10420p1238875600/i6348511394.jpg?pictureSize=W640
Equipo Wingfoil Iniciación Completo para empezar.;1400.0;Madrid, 28002;"Equipo completo para iniciarse en el wingfoil. Ideal para empezar de cero. Tabla con volumen, fundamental para mantener el equilibrio al principio. 

Tabla Tabou pocket 137 litros
Wing GA 6.0
Foil GA 2000";https://es.wallapop.com/item/equipo-wingfoil-iniciacion-1279425417;[137];[];False;2026-07-09;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/l5/qi/__/c10420p1279425417/i6603075255.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l5/qi/__/c10420p1279425417/i6606875137.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l5/qi/__/c10420p1279425417/i6606875167.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l5/qi/__/c10420p1279425417/i6606875178.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l5/qi/__/c10420p1279425417/i6606875153.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l5/qi/__/c10420p1279425417/i6606875130.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l5/qi/__/c10420p1279425417/i6606875181.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l5/qi/__/c10420p1279425417/i6606875176.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l5/qi/__/c10420p1279425417/i6606875669.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l5/qi/__/c10420p1279425417/i6606875674.jpg?pictureSize=W640
Wing Wingfoil Gong 6 MTS;130.0;Balos, 35110;"Wing de wingfoil Gong de 6 metros en excelente estado.Poco uso,solo 3 baños.facil manejo,poco peso.

- Color verde y negro.
- Ventanas transparentes.";https://es.wallapop.com/item/wing-wingfoil-gong-6-mts-1241491611;[];[6];False;2026-07-09;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/kj/5h/__/c10420p1241491611/i6365270740.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kj/5h/__/c10420p1241491611/i6365270833.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kj/5h/__/c10420p1241491611/i6365270877.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kj/5h/__/c10420p1241491611/i6365270908.jpg?pictureSize=W640
Wingfoil nuevo 2.4*3.3m, 6 m²;250.0;Madrid, 28041;"Wingfoil EK Koets 6 m², nuevo a estrenar.

Medidas: 240 x 330 cm.
Sin uso, en embalaje original.";https://es.wallapop.com/item/wingfoil-nuevo-240x330cm-1233301073;[];[3.3, 6];False;2026-06-17;Envío disponible;Reservado;https://cdn.wallapop.com/images/10420/ke/9x/__/c10420p1233301073/i6311280177.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ke/9x/__/c10420p1233301073/i6315673343.jpg?pictureSize=W640
Tabla Wingfoil 180L Tabou Zeppelin;690.0;Chiclana de la Frontera, 11130;"Tabla de wingfoil Zeppelin 180 MTE, ideal para iniciación e intermedio. Diseñada para ofrecer una experiencia de navegación versátil.

Construcción robusta
La construcción ultra resistente soporta el uso intensivo por principiantes

Excelente estabilidad
Inicios rápidos
El kick pad y los bordes elevados de la cubierta ofrecen gran control y facilitan despegues rápidos
Posibilidad de incluir foil naish completo de 2450 en perfecto estado , pack completo 990€
Ningun tique ni reparacion solo marcas de uso.
- Marca: TABOU.
- Modelo: ZEPPELIN 2025 /180

- Volumen: 180L
- Modelo: Zeppelin
- Marca: Tabou
- Color: Azul marino, rojo y blanco";https://es.wallapop.com/item/tabla-wingfoil-180l-tabou-zeppelin-1249698306;[180];[];False;2026-06-24;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/ko/1d/__/c10420p1249698306/i6416902621.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ko/1d/__/c10420p1249698306/i6422524189.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ko/1d/__/c10420p1249698306/i6416902635.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ko/1d/__/c10420p1249698306/i6416902640.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ko/1d/__/c10420p1249698306/i6416906447.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ko/1d/__/c10420p1249698306/i6416906448.jpg?pictureSize=W640
Duotone Wing Unit SLS 6.0;1030.0;Casas de Porro, 11380;"Ala de wingfoil Duotone Unit SLS de 6.0 metros cuadrados. Diseñada para ofrecer un rendimiento excepcional.

La vela tiene muy muy poco uso y una reparacion.

- Modelo: Unit SLS
- Tamaño: 6.0 m²
- Marca: Duotone
- Color: Marrón con detalles morados y grises";https://es.wallapop.com/item/duotone-wing-unit-sls-6-0-1264419004;[];[6];False;2026-06-13;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/kw/sv/__/c10420p1264419004/i6510551483.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kw/sv/__/c10420p1264419004/i6510551533.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kw/sv/__/c10420p1264419004/i6510551577.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kw/sv/__/c10420p1264419004/i6510551666.jpg?pictureSize=W640
Pack Wingfoil - Tabla 41L + Vela 6m + Foil 700;785.0;Las Rozas de Madrid, 28230;"Equipo completo polivalente, ideal para Wingfoil o Kite Foil.

Incluye:

Tabla Compacta 41L: Ligera y reactiva, mínima resistencia al viento y máxima agilidad.

Ala North Nova 6m: Con asas rígidas, potente y perfecta para despegar rápido. Incluye mochila original.

Foil Velocidad - Ala 700 cm²: Perfil rápido, planeo fluido y giros limpios. Platina universal. Incluye su mochila de transporte.

Un pack espectacular, muy cuidado y listo para disfrutar en el agua.

wingfoil surf kite nova vela foil duotone f one tabla ala";https://es.wallapop.com/item/foil-tabla-completa-gong-1272624105;[41];[6];False;2026-06-28;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/l1/or/__/c10420p1272624105/i6584847658.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l1/or/__/c10420p1272624105/i6584870193.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l1/or/__/c10420p1272624105/i6561577811.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l1/or/__/c10420p1272624105/i6561577673.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l1/or/__/c10420p1272624105/i6561577755.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l1/or/__/c10420p1272624105/i6584870142.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l1/or/__/c10420p1272624105/i6584870149.jpg?pictureSize=W640
North Seek Prime 6'4 138L | Tabla de Wingfoil;1040.0;Can Pastilla, 07610;"Tabla para Wingfoil North Seek Prime 6'4 138L

Tabla con mucha flotabilidad, ideal para iniciación, o riders muy pesados.
Tiene opción de añadir una quilla para iniciación (antes de empezar a usar el foil) por 50€ más.
También se puede utilizar para SUP downwind.

En muy buen estado, como se ve en las fotos, puede tener alguna marca de uso.

Tiene todo el deck cubierto con gomaeva, lo que la hace mucho más segura y cómoda de navegar/aprender.

Muchos más artículos de kitesurf, wingfoil, efoil, wake, wakefoil, SUP/ Stand Up Paddle, surf, y mucho más en nuestro perfil, envíos a todo el mundo.";https://es.wallapop.com/item/north-seek-prime-6-4-138l-tabla-de-wingfoil-1067964161;[138];[];False;2026-03-08;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/hn/u6/__/c10420p1067964161/i5233483541.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/hn/u6/__/c10420p1067964161/i5233483550.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/hn/u6/__/c10420p1067964161/i5233483552.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/hn/u6/__/c10420p1067964161/i5233483551.jpg?pictureSize=W640
TABLA PADEL SURF NSP RÍGIDA 11’x31”x4 1/4” - 190L;950.0;Castelldefels, 08860;"Tabla de paddle surf NSP rígida, en estupendas condiciones. Nunca se ha usado, sólo expuesta en tienda.

- Marca: NSP
- Tipo: Rígida

P

Somos PopKite, una tienda especializada en material de Surf, Kite, Windsurf y Wingfoil. Con años de experiencia, asesoramos a riders de todos los niveles y ofrecemos siempre productos de la mejor calidad.
Contáctanos ante cualquier duda, estaremos encantados de ayudarte.";https://es.wallapop.com/item/tabla-padel-surf-nsp-rigida-11x31x4-1-4-190l-1165674403;[190];[];False;2026-06-22;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/ja/0g/__/c10420p1165674403/i5878242312.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ja/0g/__/c10420p1165674403/i5878242327.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ja/0g/__/c10420p1165674403/i5878242356.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ja/0g/__/c10420p1165674403/i5878242349.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ja/0g/__/c10420p1165674403/i5878242337.jpg?pictureSize=W640
Windsurf foil Goya Airbolt 155 Wingfoil;500.0;Madrid, 28001;"Rebajado Tabla windsurf foil 155 litros . También vale para Wingfoil caja mixta.

Modelo Airbolt Pro full carbón. 
Tiene algunos roces pero no traspasaron .
Está en Madrid";https://es.wallapop.com/item/windsurf-foil-goya-airbolt-155-wingfoil-1031486358;[155];[];False;2026-06-14;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/h2/4b/__/c10420p1031486358/i5030636498.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/h2/4b/__/c10420p1031486358/i5030636543.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/h2/4b/__/c10420p1031486358/i5030636553.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/h2/4b/__/c10420p1031486358/i5030636577.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/h2/4b/__/c10420p1031486358/i5030636589.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/h2/4b/__/c10420p1031486358/i5030636600.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/h2/4b/__/c10420p1031486358/i5030636610.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/h2/4b/__/c10420p1031486358/i5030636620.jpg?pictureSize=W640
Ala cometa Wingfoil Duotone 6m;450.0;Hinojedo, 39350;"Wingfoil Duotone 6m 
2024 Para vientos suaves, o aprendizaje. 
Eleveight # Gaastra # Gong # Duotone # F-one";https://es.wallapop.com/item/wingfoil-duotone-6m-1270308880;[];[6];False;2026-07-02;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/l0/b4/__/c10420p1270308880/i6547253443.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l0/b4/__/c10420p1270308880/i6547253456.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l0/b4/__/c10420p1270308880/i6547253462.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l0/b4/__/c10420p1270308880/i6547253449.jpg?pictureSize=W640
Tabla Wingfoil SBT Ave Fenix;250.0;Zarautz, 20800;"Tabla de wingfoil SBT Ave Fenix recien reparada y lista para seguir volando! 
Perfecta para iniciarse en el mundo del foil. 
Medidas 
180x93x15
190litros
Entrega en mano!";https://es.wallapop.com/item/tabla-wingfoil-sbt-ave-fenix-1277547479;[190];[];False;2026-07-09;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/l4/m9/__/c10420p1277547479/i6589539830.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l4/m9/__/c10420p1277547479/i6589539852.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l4/m9/__/c10420p1277547479/i6589539952.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l4/m9/__/c10420p1277547479/i6589539974.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l4/m9/__/c10420p1277547479/i6589539979.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l4/m9/__/c10420p1277547479/i6589539963.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l4/m9/__/c10420p1277547479/i6589539940.jpg?pictureSize=W640
Ala Wingfoil North Nova 6.0;200.0;Sevilla, 41005;"Ala de wingfoil North Nova de 6 metros. Diseñada para ofrecer un rendimiento excepcional.

- Color negro con detalles en verde turquesa.
- Ventanas transparentes para visibilidad.
- Logotipo North en el centro.";https://es.wallapop.com/item/ala-wingfoil-north-nova-6-0-1269258105;[];[6];False;2026-07-10;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/kz/ol/__/c10420p1269258105/i6541130707.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kz/ol/__/c10420p1269258105/i6541130729.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kz/ol/__/c10420p1269258105/i6541130831.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kz/ol/__/c10420p1269258105/i6541130814.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kz/ol/__/c10420p1269258105/i6541130788.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kz/ol/__/c10420p1269258105/i6541130803.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kz/ol/__/c10420p1269258105/i6541130754.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kz/ol/__/c10420p1269258105/i6541130743.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kz/ol/__/c10420p1269258105/i6541130769.jpg?pictureSize=W640
Pack Wingfoil JP + Neilpryde + Takoon;1999.0;Algeciras, 11202;"Pack completo de Wingfoil con tabla JP, foil Takoon y wing Neilpryde.
Incluye regalo de un foil Dakine 1300 o tabla Wingfoil hinchable de 135L

- Tabla disponible en 88L, 99L, 111L, 122L, 133L, 144L.
- Foil disponible en 1700, 1450, 1250.
- Wing Neilpryde disponible en  3.5, 5, 5.5 , 6
- Precio especial del pack: 1.999€.
Portes incluidos";https://es.wallapop.com/item/pack-wingfoil-jp---neilpryde---takoon-1271603523;[88, 99, 111, 122, 133, 135, 144];[];False;2026-06-11;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/l1/2v/__/c10420p1271603523/i6555678096.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l1/2v/__/c10420p1271603523/i6555678106.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l1/2v/__/c10420p1271603523/i6555678110.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l1/2v/__/c10420p1271603523/i6555678117.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l1/2v/__/c10420p1271603523/i6555678120.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l1/2v/__/c10420p1271603523/i6555678124.jpg?pictureSize=W640
Wingfoil North Seek Prime 138L;950.0;Can Pastilla, 07610;"Tabla de wingfoil North Seek Prime 138L en excelentes condiciones.  Es una tabla ligera y fácil de usar, ideal para principiantes y riders intermedios. Así cómo para riders más pesados.

Adicionalmente también tenemos el adaptador para añadir una quilla en lugar de foil si fuese necesario (no incluido en el precio)

- Modelo: North Seek Prime
- Volumen: 138L
- Diseño elegante y moderno.";https://es.wallapop.com/item/wingfoil-north-seek-prime-138l-1156134720;[138];[];False;2026-03-08;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/j4/bz/__/c10420p1156134720/i5819693056.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/j4/bz/__/c10420p1156134720/i5819693069.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/j4/bz/__/c10420p1156134720/i5819693072.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/j4/bz/__/c10420p1156134720/i5819693073.jpg?pictureSize=W640
Reedin Purenatural 6.0m 2025 Wing;718.0;Tarifa, 11380;"Ala de wingfoil Reedin Purenatural de 6.0 metros, modelo 2025. Color morado con logo blanco.

- Tamaño: 6.0m
- Modelo: Purenatural
- Año: 2025
- Color: Morado


[duotone, f-one, north, cabrinha, core, armstrong, reedin, axis, sabfoil, naish, takoon, gong, slingshot, starboard, ozone, ensis, kt, rrd, vayu, fanatic, appletree, unifoil, gofoil, cloud ix, ppc, freedom foil, indiana, eleveight, gaastra, code, unit, slick, strike, nova, mantis, xps, d/lab, aluula, carbon, hm]";https://es.wallapop.com/item/reedin-purenatural-6-0m-2025-wing-1269956195;[];[6];False;2026-06-06;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/l0/3k/__/c10420p1269956195/i6545465783.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l0/3k/__/c10420p1269956195/i6545465798.jpg?pictureSize=W640
Wing Zaoli 6m;340.0;Berben, 11500;"Ala de wingfoil Zaoli de 6 metros.
Wing de alto performance, con alta ingeniería y construida por una de las mejores velerías Zaoli Sails. 
Con uso pero sigue funcionando perfectamente, entrega de potencia muy lineal. 
Tiene reparaciones en el paño realizadas con cinta de spi.

invento/ foil/hydrofoil/wingfoil/kitefoil/duotone/onada/olas/fanatic/gong/slingshot/zaoli/ion/north/flysurfer/wingfoil/ozone/fone/cabrinha/reedin/surf/downwind/lightwind/axis/takoon/dakine/rrd/billabong/tarifa/";https://es.wallapop.com/item/wing-zaoli-6m-1275850973;[];[6];False;2026-07-11;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/l3/lw/__/c10420p1275850973/i6579885045.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l3/lw/__/c10420p1275850973/i6579885077.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l3/lw/__/c10420p1275850973/i6579885093.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l3/lw/__/c10420p1275850973/i6579885060.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l3/lw/__/c10420p1275850973/i6579885064.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l3/lw/__/c10420p1275850973/i6579885097.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l3/lw/__/c10420p1275850973/i6579885072.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l3/lw/__/c10420p1275850973/i6579885068.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l3/lw/__/c10420p1275850973/i6579885082.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/l3/lw/__/c10420p1275850973/i6579885087.jpg?pictureSize=W640
Pack Wingfoil Completo;950.0;El Puerto de Santa María, 11500;"Pack de wingfoil listo para usar. Incluye tabla y foil.

- Tabla con diseño blanco y negro.
- Foil con mástil y alas. Mastil 90cm ala 1100 y estabilizador de 210
-vela cabrinha 6 metros";https://es.wallapop.com/item/pack-wingfoil-completo-1230908018;[];[6];False;2026-06-29;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/kc/um/__/c10420p1230908018/i6295270483.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kc/um/__/c10420p1230908018/i6295270519.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kc/um/__/c10420p1230908018/i6295270512.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kc/um/__/c10420p1230908018/i6295270492.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kc/um/__/c10420p1230908018/i6295270523.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kc/um/__/c10420p1230908018/i6295270527.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kc/um/__/c10420p1230908018/i6295270531.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kc/um/__/c10420p1230908018/i6295270507.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/kc/um/__/c10420p1230908018/i6295270502.jpg?pictureSize=W640
Pack Wingfoil Iniciación Completo;2250.0;Torrent, 46900;"Pack completo para iniciarse en el wingfoil.

- Tabla de wingfoil Fanatic Sky Wing. 125l
- Foil Naish. (Jet 2000 y mastil de 75cm)
- Bolsas de transporte de todo.
- vela de 4m duotone Slick 
- vela de 6m duotone Slick 
- leash de cintura en tabla y leash de muñeca en vela.
- botavara de carbono.
Venta en Cullera.
Se prioriza la venta conjunta para no quedarse artículos sueltos.";https://es.wallapop.com/item/pack-wingfoil-iniciacion-completo-1251257450;[125];[4, 6];False;2026-07-09;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/ko/ys/__/c10420p1251257450/i6428203548.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ko/ys/__/c10420p1251257450/i6428203633.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ko/ys/__/c10420p1251257450/i6428203687.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ko/ys/__/c10420p1251257450/i6428203559.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ko/ys/__/c10420p1251257450/i6428203593.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ko/ys/__/c10420p1251257450/i6428203567.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ko/ys/__/c10420p1251257450/i6428203610.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ko/ys/__/c10420p1251257450/i6428203618.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ko/ys/__/c10420p1251257450/i6428203679.jpg?pictureSize=W640|https://cdn.wallapop.com/images/10420/ko/ys/__/c10420p1251257450/i6428203665.jpg?pictureSize=W640
